Code,Treatment,Repet,Tree,Date,Sprout,Aphids,Block,TreeCode
A10127,A,10,01,2,7,0,Block_3,A1001
A10128,A,10,01,2,8,0,Block_3,A1001
A10129,A,10,01,2,9,0,Block_3,A1001
A101210,A,10,01,2,10,0,Block_3,A1001
A10131,A,10,01,3,1,0,Block_3,A1001
A10132,A,10,01,3,2,0,Block_3,A1001
A10133,A,10,01,3,3,0,Block_3,A1001
A10134,A,10,01,3,4,0,Block_3,A1001
A10135,A,10,01,3,5,0,Block_3,A1001
A10136,A,10,01,3,6,0,Block_3,A1001
A10137,A,10,01,3,7,0,Block_3,A1001
A10138,A,10,01,3,8,0,Block_3,A1001
A10139,A,10,01,3,9,0,Block_3,A1001
A101310,A,10,01,3,10,0,Block_3,A1001
A10211,A,10,02,1,1,0,Block_3,A1002
A10212,A,10,02,1,2,0,Block_3,A1002
A10213,A,10,02,1,3,0,Block_3,A1002
A10214,A,10,02,1,4,0,Block_3,A1002
A10215,A,10,02,1,5,0,Block_3,A1002
A10216,A,10,02,1,6,0,Block_3,A1002
A10217,A,10,02,1,7,0,Block_3,A1002
A10218,A,10,02,1,8,0,Block_3,A1002
A10219,A,10,02,1,9,0,Block_3,A1002
A102110,A,10,02,1,10,0,Block_3,A1002
A10221,A,10,02,2,1,0,Block_3,A1002
A10222,A,10,02,2,2,0,Block_3,A1002
A10223,A,10,02,2,3,0,Block_3,A1002
A10224,A,10,02,2,4,0,Block_3,A1002
A10225,A,10,02,2,5,0,Block_3,A1002
A10226,A,10,02,2,6,0,Block_3,A1002
A10227,A,10,02,2,7,0,Block_3,A1002
A10228,A,10,02,2,8,0,Block_3,A1002
A10229,A,10,02,2,9,0,Block_3,A1002
A102210,A,10,02,2,10,0,Block_3,A1002
A10231,A,10,02,3,1,0,Block_3,A1002
A10232,A,10,02,3,2,0,Block_3,A1002
A10233,A,10,02,3,3,0,Block_3,A1002
A10234,A,10,02,3,4,0,Block_3,A1002
A10235,A,10,02,3,5,0,Block_3,A1002
A10236,A,10,02,3,6,0,Block_3,A1002
A10237,A,10,02,3,7,0,Block_3,A1002
A10238,A,10,02,3,8,0,Block_3,A1002
A10239,A,10,02,3,9,0,Block_3,A1002
A102310,A,10,02,3,10,0,Block_3,A1002
A11111,A,11,01,1,1,0,Block_3,A1101
A11112,A,11,01,1,2,0,Block_3,A1101
A11113,A,11,01,1,3,0,Block_3,A1101
A11114,A,11,01,1,4,0,Block_3,A1101
A11115,A,11,01,1,5,0,Block_3,A1101
A11116,A,11,01,1,6,0,Block_3,A1101
A11117,A,11,01,1,7,0,Block_3,A1101
A11118,A,11,01,1,8,0,Block_3,A1101
A11119,A,11,01,1,9,0,Block_3,A1101
A111110,A,11,01,1,10,0,Block_3,A1101
A11121,A,11,01,2,1,0,Block_3,A1101
A11122,A,11,01,2,2,0,Block_3,A1101
A11123,A,11,01,2,3,0,Block_3,A1101
A11124,A,11,01,2,4,0,Block_3,A1101
A11125,A,11,01,2,5,0,Block_3,A1101
A11126,A,11,01,2,6,1,Block_3,A1101
A11127,A,11,01,2,7,0,Block_3,A1101
A11128,A,11,01,2,8,1,Block_3,A1101
A11129,A,11,01,2,9,0,Block_3,A1101
A111210,A,11,01,2,10,0,Block_3,A1101
A11131,A,11,01,3,1,0,Block_3,A1101
A11132,A,11,01,3,2,0,Block_3,A1101
A11133,A,11,01,3,3,1,Block_3,A1101
A11134,A,11,01,3,4,0,Block_3,A1101
A11135,A,11,01,3,5,0,Block_3,A1101
A11136,A,11,01,3,6,1,Block_3,A1101
A11137,A,11,01,3,7,1,Block_3,A1101
A11138,A,11,01,3,8,0,Block_3,A1101
A11139,A,11,01,3,9,0,Block_3,A1101
A111310,A,11,01,3,10,0,Block_3,A1101
A11211,A,11,02,1,1,0,Block_3,A1102
A11212,A,11,02,1,2,0,Block_3,A1102
A11213,A,11,02,1,3,0,Block_3,A1102
A11214,A,11,02,1,4,0,Block_3,A1102
A11215,A,11,02,1,5,0,Block_3,A1102
A11216,A,11,02,1,6,0,Block_3,A1102
A11217,A,11,02,1,7,0,Block_3,A1102
A11218,A,11,02,1,8,0,Block_3,A1102
A11219,A,11,02,1,9,0,Block_3,A1102
A112110,A,11,02,1,10,0,Block_3,A1102
A11221,A,11,02,2,1,0,Block_3,A1102
A11222,A,11,02,2,2,0,Block_3,A1102
A11223,A,11,02,2,3,0,Block_3,A1102
A11224,A,11,02,2,4,0,Block_3,A1102
A11225,A,11,02,2,5,0,Block_3,A1102
A11226,A,11,02,2,6,0,Block_3,A1102
A11227,A,11,02,2,7,0,Block_3,A1102
A11228,A,11,02,2,8,0,Block_3,A1102
A11229,A,11,02,2,9,0,Block_3,A1102
A112210,A,11,02,2,10,0,Block_3,A1102
A11231,A,11,02,3,1,0,Block_3,A1102
A11232,A,11,02,3,2,0,Block_3,A1102
A11233,A,11,02,3,3,0,Block_3,A1102
A11234,A,11,02,3,4,0,Block_3,A1102
A11235,A,11,02,3,5,0,Block_3,A1102
A11236,A,11,02,3,6,0,Block_3,A1102
A11237,A,11,02,3,7,0,Block_3,A1102
A11238,A,11,02,3,8,0,Block_3,A1102
A11239,A,11,02,3,9,0,Block_3,A1102
A112310,A,11,02,3,10,0,Block_3,A1102
B1111,B,01,01,1,1,0,Block_1,B0101
B1112,B,01,01,1,2,0,Block_1,B0101
B1113,B,01,01,1,3,0,Block_1,B0101
B1114,B,01,01,1,4,0,Block_1,B0101
B1115,B,01,01,1,5,0,Block_1,B0101
B1116,B,01,01,1,6,1,Block_1,B0101
B1117,B,01,01,1,7,0,Block_1,B0101
B1118,B,01,01,1,8,1,Block_1,B0101
B1119,B,01,01,1,9,0,Block_1,B0101
B11110,B,01,01,1,10,1,Block_1,B0101
B1121,B,01,01,2,1,0,Block_1,B0101
B1122,B,01,01,2,2,0,Block_1,B0101
B1123,B,01,01,2,3,0,Block_1,B0101
B1124,B,01,01,2,4,0,Block_1,B0101
B1125,B,01,01,2,5,1,Block_1,B0101
B1126,B,01,01,2,6,0,Block_1,B0101
B1127,B,01,01,2,7,0,Block_1,B0101
B1128,B,01,01,2,8,0,Block_1,B0101
B1129,B,01,01,2,9,0,Block_1,B0101
B11210,B,01,01,2,10,0,Block_1,B0101
B1131,B,01,01,3,1,0,Block_1,B0101
B1132,B,01,01,3,2,0,Block_1,B0101
B1133,B,01,01,3,3,0,Block_1,B0101
B1134,B,01,01,3,4,0,Block_1,B0101
B1135,B,01,01,3,5,0,Block_1,B0101
B1136,B,01,01,3,6,0,Block_1,B0101
B1137,B,01,01,3,7,0,Block_1,B0101
B1138,B,01,01,3,8,0,Block_1,B0101
B1139,B,01,01,3,9,0,Block_1,B0101
B11310,B,01,01,3,10,0,Block_1,B0101
B1211,B,01,02,1,1,0,Block_1,B0102
B1212,B,01,02,1,2,0,Block_1,B0102
B1213,B,01,02,1,3,0,Block_1,B0102
B1214,B,01,02,1,4,0,Block_1,B0102
B1215,B,01,02,1,5,0,Block_1,B0102
B1216,B,01,02,1,6,0,Block_1,B0102
B1217,B,01,02,1,7,0,Block_1,B0102
B1218,B,01,02,1,8,0,Block_1,B0102
B1219,B,01,02,1,9,0,Block_1,B0102
B12110,B,01,02,1,10,0,Block_1,B0102
B1221,B,01,02,2,1,0,Block_1,B0102
B1222,B,01,02,2,2,0,Block_1,B0102
B1223,B,01,02,2,3,0,Block_1,B0102
B1224,B,01,02,2,4,0,Block_1,B0102
B1225,B,01,02,2,5,0,Block_1,B0102
B1226,B,01,02,2,6,0,Block_1,B0102
B1227,B,01,02,2,7,0,Block_1,B0102
B1228,B,01,02,2,8,0,Block_1,B0102
B1229,B,01,02,2,9,0,Block_1,B0102
B12210,B,01,02,2,10,0,Block_1,B0102
B1231,B,01,02,3,1,0,Block_1,B0102
B1232,B,01,02,3,2,0,Block_1,B0102
B1233,B,01,02,3,3,0,Block_1,B0102
B1234,B,01,02,3,4,0,Block_1,B0102
B1235,B,01,02,3,5,0,Block_1,B0102
B1236,B,01,02,3,6,0,Block_1,B0102
B1237,B,01,02,3,7,0,Block_1,B0102
B1238,B,01,02,3,8,0,Block_1,B0102
B1239,B,01,02,3,9,0,Block_1,B0102
B12310,B,01,02,3,10,0,Block_1,B0102
B2111,B,02,01,1,1,0,Block_1,B0201
B2112,B,02,01,1,2,0,Block_1,B0201
B2113,B,02,01,1,3,0,Block_1,B0201
B2114,B,02,01,1,4,0,Block_1,B0201
B2115,B,02,01,1,5,0,Block_1,B0201
B2116,B,02,01,1,6,0,Block_1,B0201
B2117,B,02,01,1,7,0,Block_1,B0201
B2118,B,02,01,1,8,0,Block_1,B0201
B2119,B,02,01,1,9,0,Block_1,B0201
B21110,B,02,01,1,10,0,Block_1,B0201
B2121,B,02,01,2,1,0,Block_1,B0201
B2122,B,02,01,2,2,0,Block_1,B0201
B2123,B,02,01,2,3,0,Block_1,B0201
B2124,B,02,01,2,4,0,Block_1,B0201
B2125,B,02,01,2,5,0,Block_1,B0201
B2126,B,02,01,2,6,0,Block_1,B0201
B2127,B,02,01,2,7,0,Block_1,B0201
B2128,B,02,01,2,8,0,Block_1,B0201
B2129,B,02,01,2,9,0,Block_1,B0201
B21210,B,02,01,2,10,0,Block_1,B0201
B2131,B,02,01,3,1,0,Block_1,B0201
B2132,B,02,01,3,2,0,Block_1,B0201
B2133,B,02,01,3,3,0,Block_1,B0201
B2134,B,02,01,3,4,0,Block_1,B0201
B2135,B,02,01,3,5,0,Block_1,B0201
B2136,B,02,01,3,6,0,Block_1,B0201
B2137,B,02,01,3,7,0,Block_1,B0201
B2138,B,02,01,3,8,0,Block_1,B0201
B2139,B,02,01,3,9,0,Block_1,B0201
B21310,B,02,01,3,10,0,Block_1,B0201
B2211,B,02,02,1,1,0,Block_1,B0202
B2212,B,02,02,1,2,0,Block_1,B0202
B2213,B,02,02,1,3,0,Block_1,B0202
B2214,B,02,02,1,4,0,Block_1,B0202
B2215,B,02,02,1,5,0,Block_1,B0202
B2216,B,02,02,1,6,0,Block_1,B0202
B2217,B,02,02,1,7,0,Block_1,B0202
B2218,B,02,02,1,8,0,Block_1,B0202
B2219,B,02,02,1,9,0,Block_1,B0202
B22110,B,02,02,1,10,0,Block_1,B0202
B2221,B,02,02,2,1,0,Block_1,B0202
B2222,B,02,02,2,2,0,Block_1,B0202
B2223,B,02,02,2,3,0,Block_1,B0202
B2224,B,02,02,2,4,0,Block_1,B0202
B2225,B,02,02,2,5,0,Block_1,B0202
B2226,B,02,02,2,6,0,Block_1,B0202
B2227,B,02,02,2,7,0,Block_1,B0202
B2228,B,02,02,2,8,0,Block_1,B0202
B2229,B,02,02,2,9,0,Block_1,B0202
B22210,B,02,02,2,10,0,Block_1,B0202
B2231,B,02,02,3,1,0,Block_1,B0202
B2232,B,02,02,3,2,0,Block_1,B0202
B2233,B,02,02,3,3,0,Block_1,B0202
B2234,B,02,02,3,4,0,Block_1,B0202
B2235,B,02,02,3,5,0,Block_1,B0202
B2236,B,02,02,3,6,0,Block_1,B0202
B2237,B,02,02,3,7,0,Block_1,B0202
B2238,B,02,02,3,8,0,Block_1,B0202
B2239,B,02,02,3,9,0,Block_1,B0202
B22310,B,02,02,3,10,0,Block_1,B0202
B3111,B,03,01,1,1,0,Block_1,B0301
B3112,B,03,01,1,2,0,Block_1,B0301
B3113,B,03,01,1,3,0,Block_1,B0301
B3114,B,03,01,1,4,0,Block_1,B0301
B3115,B,03,01,1,5,0,Block_1,B0301
B3116,B,03,01,1,6,0,Block_1,B0301
B3117,B,03,01,1,7,0,Block_1,B0301
B3118,B,03,01,1,8,0,Block_1,B0301
B3119,B,03,01,1,9,0,Block_1,B0301
B31110,B,03,01,1,10,0,Block_1,B0301
B3121,B,03,01,2,1,0,Block_1,B0301
B3122,B,03,01,2,2,0,Block_1,B0301
B3123,B,03,01,2,3,0,Block_1,B0301
B3124,B,03,01,2,4,0,Block_1,B0301
B3125,B,03,01,2,5,0,Block_1,B0301
B3126,B,03,01,2,6,0,Block_1,B0301
B3127,B,03,01,2,7,0,Block_1,B0301
B3128,B,03,01,2,8,0,Block_1,B0301
B3129,B,03,01,2,9,0,Block_1,B0301
B31210,B,03,01,2,10,0,Block_1,B0301
B3131,B,03,01,3,1,0,Block_1,B0301
B3132,B,03,01,3,2,0,Block_1,B0301
B3133,B,03,01,3,3,0,Block_1,B0301
B3134,B,03,01,3,4,0,Block_1,B0301
B3135,B,03,01,3,5,0,Block_1,B0301
B3136,B,03,01,3,6,0,Block_1,B0301
B3137,B,03,01,3,7,0,Block_1,B0301
B3138,B,03,01,3,8,0,Block_1,B0301
B3139,B,03,01,3,9,0,Block_1,B0301
B31310,B,03,01,3,10,0,Block_1,B0301
B3211,B,03,02,1,1,0,Block_1,B0302
B3212,B,03,02,1,2,0,Block_1,B0302
B3213,B,03,02,1,3,0,Block_1,B0302
B3214,B,03,02,1,4,0,Block_1,B0302
B3215,B,03,02,1,5,0,Block_1,B0302
B3216,B,03,02,1,6,0,Block_1,B0302
B3217,B,03,02,1,7,0,Block_1,B0302
B3218,B,03,02,1,8,0,Block_1,B0302
B3219,B,03,02,1,9,0,Block_1,B0302
B32110,B,03,02,1,10,0,Block_1,B0302
B3221,B,03,02,2,1,0,Block_1,B0302
B3222,B,03,02,2,2,0,Block_1,B0302
B3223,B,03,02,2,3,0,Block_1,B0302
B3224,B,03,02,2,4,0,Block_1,B0302
B3225,B,03,02,2,5,0,Block_1,B0302
B3226,B,03,02,2,6,0,Block_1,B0302
B3227,B,03,02,2,7,0,Block_1,B0302
B3228,B,03,02,2,8,0,Block_1,B0302
B3229,B,03,02,2,9,0,Block_1,B0302
B32210,B,03,02,2,10,0,Block_1,B0302
B3231,B,03,02,3,1,0,Block_1,B0302
B3232,B,03,02,3,2,0,Block_1,B0302
B3233,B,03,02,3,3,0,Block_1,B0302
B3234,B,03,02,3,4,0,Block_1,B0302
B3235,B,03,02,3,5,0,Block_1,B0302
B3236,B,03,02,3,6,0,Block_1,B0302
B3237,B,03,02,3,7,0,Block_1,B0302
B3238,B,03,02,3,8,0,Block_1,B0302
B3239,B,03,02,3,9,0,Block_1,B0302
B32310,B,03,02,3,10,0,Block_1,B0302
B4111,B,04,01,1,1,1,Block_2,B0401
B4112,B,04,01,1,2,0,Block_2,B0401
B4113,B,04,01,1,3,1,Block_2,B0401
B4114,B,04,01,1,4,1,Block_2,B0401
B4115,B,04,01,1,5,0,Block_2,B0401
B4116,B,04,01,1,6,0,Block_2,B0401
B4117,B,04,01,1,7,0,Block_2,B0401
B4118,B,04,01,1,8,0,Block_2,B0401
B4119,B,04,01,1,9,0,Block_2,B0401
B41110,B,04,01,1,10,0,Block_2,B0401
B4121,B,04,01,2,1,0,Block_2,B0401
B4122,B,04,01,2,2,0,Block_2,B0401
B4123,B,04,01,2,3,0,Block_2,B0401
B4124,B,04,01,2,4,0,Block_2,B0401
B4125,B,04,01,2,5,0,Block_2,B0401
B4126,B,04,01,2,6,0,Block_2,B0401
B4127,B,04,01,2,7,0,Block_2,B0401
B4128,B,04,01,2,8,0,Block_2,B0401
B4129,B,04,01,2,9,0,Block_2,B0401
B41210,B,04,01,2,10,0,Block_2,B0401
B4131,B,04,01,3,1,0,Block_2,B0401
B4132,B,04,01,3,2,0,Block_2,B0401
B4133,B,04,01,3,3,0,Block_2,B0401
B4134,B,04,01,3,4,0,Block_2,B0401
B4135,B,04,01,3,5,0,Block_2,B0401
B4136,B,04,01,3,6,0,Block_2,B0401
B4137,B,04,01,3,7,0,Block_2,B0401
B4138,B,04,01,3,8,0,Block_2,B0401
B4139,B,04,01,3,9,0,Block_2,B0401
B41310,B,04,01,3,10,0,Block_2,B0401
B4211,B,04,02,1,1,0,Block_2,B0402
B4212,B,04,02,1,2,0,Block_2,B0402
B4213,B,04,02,1,3,0,Block_2,B0402
B4214,B,04,02,1,4,0,Block_2,B0402
B4215,B,04,02,1,5,0,Block_2,B0402
B4216,B,04,02,1,6,0,Block_2,B0402
B4217,B,04,02,1,7,0,Block_2,B0402
B4218,B,04,02,1,8,0,Block_2,B0402
B4219,B,04,02,1,9,0,Block_2,B0402
B42110,B,04,02,1,10,0,Block_2,B0402
B4221,B,04,02,2,1,0,Block_2,B0402
B4222,B,04,02,2,2,0,Block_2,B0402
B4223,B,04,02,2,3,0,Block_2,B0402
B4224,B,04,02,2,4,0,Block_2,B0402
B4225,B,04,02,2,5,0,Block_2,B0402
B4226,B,04,02,2,6,0,Block_2,B0402
B4227,B,04,02,2,7,0,Block_2,B0402
B4228,B,04,02,2,8,0,Block_2,B0402
B4229,B,04,02,2,9,0,Block_2,B0402
B42210,B,04,02,2,10,0,Block_2,B0402
B4231,B,04,02,3,1,0,Block_2,B0402
B4232,B,04,02,3,2,0,Block_2,B0402
B4233,B,04,02,3,3,0,Block_2,B0402
B4234,B,04,02,3,4,0,Block_2,B0402
B4235,B,04,02,3,5,0,Block_2,B0402
B4236,B,04,02,3,6,0,Block_2,B0402
B4237,B,04,02,3,7,0,Block_2,B0402
B4238,B,04,02,3,8,0,Block_2,B0402
B4239,B,04,02,3,9,0,Block_2,B0402
B42310,B,04,02,3,10,0,Block_2,B0402
B5111,B,05,01,1,1,0,Block_2,B0501
B5112,B,05,01,1,2,0,Block_2,B0501
B5113,B,05,01,1,3,0,Block_2,B0501
B5114,B,05,01,1,4,0,Block_2,B0501
B5115,B,05,01,1,5,0,Block_2,B0501
B5116,B,05,01,1,6,0,Block_2,B0501
B5117,B,05,01,1,7,0,Block_2,B0501
B5118,B,05,01,1,8,0,Block_2,B0501
B5119,B,05,01,1,9,0,Block_2,B0501
B51110,B,05,01,1,10,0,Block_2,B0501
B5121,B,05,01,2,1,0,Block_2,B0501
B5122,B,05,01,2,2,0,Block_2,B0501
B5123,B,05,01,2,3,0,Block_2,B0501
B5124,B,05,01,2,4,0,Block_2,B0501
B5125,B,05,01,2,5,0,Block_2,B0501
B5126,B,05,01,2,6,0,Block_2,B0501
B5127,B,05,01,2,7,0,Block_2,B0501
B5128,B,05,01,2,8,0,Block_2,B0501
B5129,B,05,01,2,9,0,Block_2,B0501
B51210,B,05,01,2,10,0,Block_2,B0501
B5131,B,05,01,3,1,0,Block_2,B0501
B5132,B,05,01,3,2,0,Block_2,B0501
B5133,B,05,01,3,3,0,Block_2,B0501
B5134,B,05,01,3,4,0,Block_2,B0501
B5135,B,05,01,3,5,0,Block_2,B0501
B5136,B,05,01,3,6,0,Block_2,B0501
B5137,B,05,01,3,7,0,Block_2,B0501
B5138,B,05,01,3,8,0,Block_2,B0501
B5139,B,05,01,3,9,0,Block_2,B0501
B51310,B,05,01,3,10,0,Block_2,B0501
B5211,B,05,02,1,1,0,Block_2,B0502
B5212,B,05,02,1,2,0,Block_2,B0502
B5213,B,05,02,1,3,0,Block_2,B0502
B5214,B,05,02,1,4,0,Block_2,B0502
B5215,B,05,02,1,5,0,Block_2,B0502
B5216,B,05,02,1,6,0,Block_2,B0502
B5217,B,05,02,1,7,0,Block_2,B0502
B5218,B,05,02,1,8,0,Block_2,B0502
B5219,B,05,02,1,9,0,Block_2,B0502
B52110,B,05,02,1,10,0,Block_2,B0502
B5221,B,05,02,2,1,0,Block_2,B0502
B5222,B,05,02,2,2,0,Block_2,B0502
B5223,B,05,02,2,3,0,Block_2,B0502
B5224,B,05,02,2,4,0,Block_2,B0502
B5225,B,05,02,2,5,0,Block_2,B0502
B5226,B,05,02,2,6,0,Block_2,B0502
B5227,B,05,02,2,7,0,Block_2,B0502
B5228,B,05,02,2,8,0,Block_2,B0502
B5229,B,05,02,2,9,0,Block_2,B0502
B52210,B,05,02,2,10,0,Block_2,B0502
B5231,B,05,02,3,1,0,Block_2,B0502
B5232,B,05,02,3,2,0,Block_2,B0502
B5233,B,05,02,3,3,0,Block_2,B0502
B5234,B,05,02,3,4,0,Block_2,B0502
B5235,B,05,02,3,5,0,Block_2,B0502
B5236,B,05,02,3,6,0,Block_2,B0502
B5237,B,05,02,3,7,0,Block_2,B0502
B5238,B,05,02,3,8,0,Block_2,B0502
B5239,B,05,02,3,9,0,Block_2,B0502
B52310,B,05,02,3,10,0,Block_2,B0502
B6111,B,06,01,1,1,0,Block_2,B0601
B6112,B,06,01,1,2,0,Block_2,B0601
B6113,B,06,01,1,3,0,Block_2,B0601
B6114,B,06,01,1,4,0,Block_2,B0601
B6115,B,06,01,1,5,0,Block_2,B0601
B6116,B,06,01,1,6,0,Block_2,B0601
B6117,B,06,01,1,7,0,Block_2,B0601
B6118,B,06,01,1,8,0,Block_2,B0601
B6119,B,06,01,1,9,0,Block_2,B0601
B61110,B,06,01,1,10,0,Block_2,B0601
B6121,B,06,01,2,1,0,Block_2,B0601
B6122,B,06,01,2,2,0,Block_2,B0601
B6123,B,06,01,2,3,0,Block_2,B0601
B6124,B,06,01,2,4,0,Block_2,B0601
B6125,B,06,01,2,5,0,Block_2,B0601
B6126,B,06,01,2,6,0,Block_2,B0601
B6127,B,06,01,2,7,0,Block_2,B0601
B6128,B,06,01,2,8,0,Block_2,B0601
B6129,B,06,01,2,9,0,Block_2,B0601
B61210,B,06,01,2,10,0,Block_2,B0601
B6131,B,06,01,3,1,0,Block_2,B0601
B6132,B,06,01,3,2,0,Block_2,B0601
B6133,B,06,01,3,3,0,Block_2,B0601
B6134,B,06,01,3,4,0,Block_2,B0601
B6135,B,06,01,3,5,0,Block_2,B0601
B6136,B,06,01,3,6,0,Block_2,B0601
B6137,B,06,01,3,7,0,Block_2,B0601
B6138,B,06,01,3,8,0,Block_2,B0601
B6139,B,06,01,3,9,0,Block_2,B0601
B61310,B,06,01,3,10,0,Block_2,B0601
B6211,B,06,02,1,1,0,Block_2,B0602
B6212,B,06,02,1,2,0,Block_2,B0602
B6213,B,06,02,1,3,0,Block_2,B0602
B6214,B,06,02,1,4,0,Block_2,B0602
B6215,B,06,02,1,5,0,Block_2,B0602
B6216,B,06,02,1,6,0,Block_2,B0602
B6217,B,06,02,1,7,0,Block_2,B0602
B6218,B,06,02,1,8,0,Block_2,B0602
B6219,B,06,02,1,9,0,Block_2,B0602
B62110,B,06,02,1,10,0,Block_2,B0602
B6221,B,06,02,2,1,0,Block_2,B0602
B6222,B,06,02,2,2,0,Block_2,B0602
B6223,B,06,02,2,3,0,Block_2,B0602
B6224,B,06,02,2,4,0,Block_2,B0602
B6225,B,06,02,2,5,0,Block_2,B0602
B6226,B,06,02,2,6,0,Block_2,B0602
B6227,B,06,02,2,7,0,Block_2,B0602
B6228,B,06,02,2,8,0,Block_2,B0602
B6229,B,06,02,2,9,0,Block_2,B0602
B62210,B,06,02,2,10,0,Block_2,B0602
B6231,B,06,02,3,1,0,Block_2,B0602
B6232,B,06,02,3,2,0,Block_2,B0602
B6233,B,06,02,3,3,0,Block_2,B0602
B6234,B,06,02,3,4,0,Block_2,B0602
B6235,B,06,02,3,5,0,Block_2,B0602
B6236,B,06,02,3,6,0,Block_2,B0602
B6237,B,06,02,3,7,0,Block_2,B0602
B6238,B,06,02,3,8,0,Block_2,B0602
B6239,B,06,02,3,9,0,Block_2,B0602
B62310,B,06,02,3,10,0,Block_2,B0602
B7111,B,07,01,1,1,0,Block_2,B0701
B7112,B,07,01,1,2,0,Block_2,B0701
B7113,B,07,01,1,3,0,Block_2,B0701
B7114,B,07,01,1,4,0,Block_2,B0701
B7115,B,07,01,1,5,0,Block_2,B0701
B7116,B,07,01,1,6,1,Block_2,B0701
B7117,B,07,01,1,7,0,Block_2,B0701
B7118,B,07,01,1,8,0,Block_2,B0701
B7119,B,07,01,1,9,0,Block_2,B0701
B71110,B,07,01,1,10,0,Block_2,B0701
B7121,B,07,01,2,1,0,Block_2,B0701
B7122,B,07,01,2,2,0,Block_2,B0701
B7123,B,07,01,2,3,0,Block_2,B0701
B7124,B,07,01,2,4,0,Block_2,B0701
B7125,B,07,01,2,5,0,Block_2,B0701
B7126,B,07,01,2,6,0,Block_2,B0701
B7127,B,07,01,2,7,0,Block_2,B0701
B7128,B,07,01,2,8,0,Block_2,B0701
B7129,B,07,01,2,9,0,Block_2,B0701
B71210,B,07,01,2,10,0,Block_2,B0701
B7131,B,07,01,3,1,0,Block_2,B0701
B7132,B,07,01,3,2,0,Block_2,B0701
B7133,B,07,01,3,3,0,Block_2,B0701
B7134,B,07,01,3,4,0,Block_2,B0701
B7135,B,07,01,3,5,0,Block_2,B0701
B7136,B,07,01,3,6,0,Block_2,B0701
B7137,B,07,01,3,7,0,Block_2,B0701
B7138,B,07,01,3,8,0,Block_2,B0701
B7139,B,07,01,3,9,0,Block_2,B0701
B71310,B,07,01,3,10,0,Block_2,B0701
B7211,B,07,02,1,1,0,Block_2,B0702
B7212,B,07,02,1,2,0,Block_2,B0702
B7213,B,07,02,1,3,0,Block_2,B0702
B7214,B,07,02,1,4,0,Block_2,B0702
B7215,B,07,02,1,5,0,Block_2,B0702
B7216,B,07,02,1,6,0,Block_2,B0702
B7217,B,07,02,1,7,0,Block_2,B0702
B7218,B,07,02,1,8,0,Block_2,B0702
B7219,B,07,02,1,9,0,Block_2,B0702
B72110,B,07,02,1,10,0,Block_2,B0702
B7221,B,07,02,2,1,0,Block_2,B0702
B7222,B,07,02,2,2,0,Block_2,B0702
B7223,B,07,02,2,3,0,Block_2,B0702
B7224,B,07,02,2,4,0,Block_2,B0702
B7225,B,07,02,2,5,0,Block_2,B0702
B7226,B,07,02,2,6,0,Block_2,B0702
B7227,B,07,02,2,7,0,Block_2,B0702
B7228,B,07,02,2,8,0,Block_2,B0702
B7229,B,07,02,2,9,0,Block_2,B0702
B72210,B,07,02,2,10,0,Block_2,B0702
B7231,B,07,02,3,1,0,Block_2,B0702
B7232,B,07,02,3,2,0,Block_2,B0702
B7233,B,07,02,3,3,0,Block_2,B0702
B7234,B,07,02,3,4,0,Block_2,B0702
B7235,B,07,02,3,5,0,Block_2,B0702
B7236,B,07,02,3,6,0,Block_2,B0702
B7237,B,07,02,3,7,0,Block_2,B0702
B7238,B,07,02,3,8,0,Block_2,B0702
B7239,B,07,02,3,9,0,Block_2,B0702
B72310,B,07,02,3,10,0,Block_2,B0702
B8111,B,08,01,1,1,0,Block_3,B0801
B8112,B,08,01,1,2,0,Block_3,B0801
B8113,B,08,01,1,3,0,Block_3,B0801
B8114,B,08,01,1,4,0,Block_3,B0801
B8115,B,08,01,1,5,0,Block_3,B0801
B8116,B,08,01,1,6,0,Block_3,B0801
B8117,B,08,01,1,7,0,Block_3,B0801
B8118,B,08,01,1,8,0,Block_3,B0801
B8119,B,08,01,1,9,0,Block_3,B0801
B81110,B,08,01,1,10,0,Block_3,B0801
B8121,B,08,01,2,1,0,Block_3,B0801
B8122,B,08,01,2,2,0,Block_3,B0801
B8123,B,08,01,2,3,0,Block_3,B0801
B8124,B,08,01,2,4,0,Block_3,B0801
B8125,B,08,01,2,5,0,Block_3,B0801
B8126,B,08,01,2,6,0,Block_3,B0801
B8127,B,08,01,2,7,0,Block_3,B0801
B8128,B,08,01,2,8,0,Block_3,B0801
B8129,B,08,01,2,9,0,Block_3,B0801
B81210,B,08,01,2,10,0,Block_3,B0801
B8131,B,08,01,3,1,0,Block_3,B0801
B8132,B,08,01,3,2,0,Block_3,B0801
B8133,B,08,01,3,3,0,Block_3,B0801
B8134,B,08,01,3,4,0,Block_3,B0801
B8135,B,08,01,3,5,0,Block_3,B0801
B8136,B,08,01,3,6,0,Block_3,B0801
B8137,B,08,01,3,7,0,Block_3,B0801
B8138,B,08,01,3,8,0,Block_3,B0801
B8139,B,08,01,3,9,0,Block_3,B0801
B81310,B,08,01,3,10,0,Block_3,B0801
B8211,B,08,02,1,1,0,Block_3,B0802
B8212,B,08,02,1,2,0,Block_3,B0802
B8213,B,08,02,1,3,0,Block_3,B0802
B8214,B,08,02,1,4,0,Block_3,B0802
